Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
4.28894E-11,0.000000004,0.000000263,1,0,0
1.04931E-10,0.000000015,0.000000645,0.999900507,0,0
1.11686E-10,0.000000026,0.000000686,0.999801015,0,0
2.74143E-10,0.000000122,0.000001684,0.999403044,0,0
3.69416E-10,0.000000285,0.000002269,0.998905582,0,0
8.45436E-10,0.000001033,0.000005193,0.99771167,0,0
1.2889E-9,0.000002557,0.000007917,0.996318774,0,0
2.66266E-9,0.000010112,0.000016354,0.992538056,0,0
4.98873E-9,0.000025342,0.000030641,0.988657845,0,0
1.05579E-8,0.000051032,0.000064845,0.985275097,0,0
2.16728E-8,0.000101252,0.000133102,0.981991842,0,0
4.5904E-8,0.000251733,0.000281873,0.977514675,0,0
7.44516E-8,0.000505422,0.000457089,0.973335986,0,0
1.37981E-7,0.001009896,0.000846791,0.968560342,0,0
2.97118E-7,0.002502955,0.001821636,0.961894339,0,0
5.40969E-7,0.005019013,0.003311744,0.955924784,0,0
9.98442E-7,0.010080278,0.006095263,0.949159288,0,0
1.69983E-6,0.025086652,0.01033284,0.937916625,0,0
2.4345E-6,0.050170573,0.014732928,0.925878022,0,0
3.45156E-6,0.100265888,0.020760131,0.909063775,0,0
4.86921E-6,0.200042187,0.029039208,0.885185554,0,0
5.91138E-6,0.300177892,0.03503679,0.866679932,0,0
6.83819E-6,0.400536152,0.040308584,0.850960103,0,0
7.53161E-6,0.500209898,0.04421535,0.837130634,0,0
8.24533E-6,0.600333783,0.048203372,0.824495075,0,0
8.99394E-6,0.7004088,0.052350722,0.812953935,0,0
9.3311E-6,0.75072674,0.05420685,0.807481843,0,0
9.70311E-6,0.800251929,0.056246382,0.802308228,0,0
1.03668E-5,0.90095444,0.059863486,0.792358969,0,0
1.11328E-5,1.001001064,0.064003431,0.783106159,0,0
1.17521E-5,1.100636101,0.067324406,0.774450303,0,0
1.24298E-5,1.201021877,0.070931047,0.766192419,0,0
1.32145E-5,1.301123831,0.075072812,0.758431997,0,0
1.40544E-5,1.400410655,0.07946543,0.751169038,0,0
1.51985E-5,1.501132928,0.085382062,0.744304049,0,0
1.75409E-5,1.751075992,0.097260825,0.729081683,0,0
2.01425E-5,2.001793633,0.110098436,0.715849169,0,0
2.22701E-5,2.250409687,0.120328107,0.704109044,0,0
2.45808E-5,2.501025163,0.131175375,0.693463337,0,0
2.68536E-5,2.752442348,0.141587034,0.683713063,0,0
2.88752E-5,3.000230676,0.150640325,0.674858223,0,0
3.09821E-5,3.25214194,0.159874944,0.666500846,0,0
3.31088E-5,3.502906175,0.168994565,0.658740424,0,0
3.46691E-5,3.750297464,0.175560327,0.651477465,0,0
3.62984E-5,4.002157342,0.182306881,0.644413491,0,0
3.7822E-5,4.251269844,0.188516556,0.637747488,0,0
3.95153E-5,4.503400192,0.195307871,0.63128047,0,0
4.13216E-5,4.753390186,0.202428364,0.625111929,0,0
4.28789E-5,5.001624195,0.208466976,0.619241866,0,0
4.49311E-5,5.252218624,0.216286577,0.613570789,0,0
4.68029E-5,5.500069078,0.223285086,0.608198189,0.019607843,0
4.87513E-5,5.753652584,0.230438412,0.602925082,0.019607843,0
5.05993E-5,6.000976648,0.237102474,0.597950453,0.039215686,0
5.21002E-5,6.252664516,0.242430176,0.593075316,0.039215686,0
5.39088E-5,6.502163195,0.248752481,0.588399164,0.039215686,0
5.55208E-5,6.75452304,0.254299429,0.583822505,0.039215686,0
5.71318E-5,7.002994443,0.259761382,0.579444831,0.039215686,0
5.87705E-5,7.252080212,0.265235733,0.57516665,0.039215686,0
6.03589E-5,7.502396725,0.270465634,0.570987961,0.039215686,0
6.18831E-5,7.75320354,0.275414524,0.566908765,0.039215686,0
6.31848E-5,8.003399673,0.279588049,0.562929062,0.039215686,0
6.42846E-5,8.252270186,0.283076848,0.559048851,0.039215686,0
6.5616E-5,8.505830534,0.287255659,0.55516864,0.039215686,0
6.70008E-5,8.751223779,0.291550487,0.551487414,0.039215686,0
6.80456E-5,9.000989604,0.294756959,0.547806188,0.039215686,0
6.89882E-5,9.254718476,0.297624834,0.544124963,0.039215686,0
7.03752E-5,9.505491282,0.301802627,0.54054323,0.058823529,0
7.12929E-5,9.753416314,0.304539421,0.537060989,0.058823529,0
7.23684E-5,10.005056339,0.307720104,0.533578748,0.058823529,0
7.34658E-5,10.253413261,0.31093526,0.530196,0.058823529,0
7.4592E-5,10.505121264,0.314204212,0.526813252,0.058823529,0
7.60273E-5,10.753598301,0.318325701,0.523529997,0.078431373,0
7.68395E-5,11.005807386,0.320635785,0.520246742,0.098039216,0
7.7797E-5,11.253405597,0.323339339,0.517062979,0.098039216,0
7.90753E-5,11.504571766,0.326915541,0.513879216,0.117647059,0
8.01918E-5,11.751618116,0.330007974,0.510794946,0.117647059,0
8.09925E-5,12.001704032,0.332208393,0.507710676,0.117647059,0
8.20157E-5,12.254464888,0.334999289,0.504626405,0.117647059,0
8.30689E-5,12.502119691,0.337847925,0.501641628,0.117647059,0
8.3761E-5,12.752372659,0.339706577,0.49865685,0.117647059,0
8.4513E-5,13.004858856,0.341714042,0.495672072,0.137254902,0
8.56099E-5,13.251525871,0.344620885,0.492786787,0.137254902,0
8.62852E-5,13.500736316,0.346397608,0.489901502,0.156862745,0
8.69694E-5,13.751841917,0.348188051,0.487016217,0.156862745,0
8.75638E-5,14.005012624,0.349735365,0.484130932,0.156862745,0
8.84473E-5,14.25135097,0.352022068,0.48134514,0.156862745,0
8.91325E-5,14.500110473,0.353784238,0.478559347,0.156862745,0
8.98026E-5,14.750682627,0.355498638,0.475773555,0.156862745,0
9.06149E-5,15.003346366,0.357564361,0.472987762,0.156862745,0
9.12422E-5,15.257809739,0.359150557,0.47020197,0.156862745,0
9.20516E-5,15.5052316,0.361185937,0.46751567,0.156862745,0
9.27262E-5,15.754785382,0.362872405,0.46482937,0.156862745,0
9.33437E-5,16.005851505,0.364408379,0.46214307,0.156862745,0
9.39224E-5,16.258663384,0.365841015,0.45945677,0.156862745,0
9.45489E-5,16.503577745,0.367384816,0.456869963,0.156862745,0
9.51513E-5,16.750168658,0.368862038,0.454283156,0.176470588,0
9.56622E-5,17.007791633,0.370109636,0.451596856,0.176470588,0
9.62097E-5,17.25721649,0.371441,0.449010049,0.176470588,0
9.67892E-5,17.508150539,0.372844121,0.446423241,0.176470588,0
9.72896E-5,17.750838699,0.374050665,0.443935927,0.176470588,0
9.79697E-5,18.004839935,0.375683259,0.441349119,0.176470588,0
9.8462E-5,18.250383472,0.376859503,0.438861805,0.176470588,0
9.91587E-5,18.507352152,0.378516705,0.436274998,0.176470588,0
9.96491E-5,18.756012571,0.379678047,0.433787683,0.176470588,0
1.00124E-4,19.00580283,0.380798556,0.431300368,0.196078431,0
1.00571E-4,19.256626557,0.381849958,0.428813053,0.196078431,0
1.01203E-4,19.508926831,0.383329155,0.426325739,0.196078431,0
1.01565E-4,19.752202487,0.384173798,0.423937917,0.196078431,0
1.02101E-4,20.006861847,0.385418416,0.421450602,0.196078431,0
1.02471E-4,20.252387621,0.386276309,0.41906278,0.196078431,0
1.03084E-4,20.509348004,0.387691371,0.416575465,0.196078431,0
1.03636E-4,20.75748887,0.388959639,0.414187643,0.196078431,0
1.04176E-4,21.006796294,0.390195772,0.411799821,0.196078431,0
1.04787E-4,21.257536924,0.39158857,0.409411999,0.196078431,0
1.05253E-4,21.509628203,0.392645691,0.407024177,0.196078431,0
1.05837E-4,21.75237142,0.393965416,0.404735847,0.215686275,0
1.06199E-4,22.006825194,0.394780989,0.402348025,0.215686275,0
1.0668E-4,22.251704624,0.395861522,0.400059696,0.215686275,0
1.07342E-4,22.508489501,0.397343365,0.397671873,0.215686275,0
1.07904E-4,22.756083772,0.398593518,0.395383544,0.215686275,0
1.08476E-4,23.00487521,0.399861534,0.393095214,0.215686275,0
1.08854E-4,23.254800044,0.400697884,0.390806885,0.215686275,0
1.09316E-4,23.505609012,0.401713569,0.388518555,0.215686275,0
1.09709E-4,23.757593868,0.402576779,0.386230226,0.215686275,0
1.09972E-4,24.010202756,0.403152763,0.383941896,0.215686275,0
1.10378E-4,24.25263004,0.40404019,0.381753059,0.215686275,0
1.10707E-4,24.506902951,0.404756067,0.37946473,0.215686275,0
1.11026E-4,24.750739755,0.405450451,0.377275893,0.215686275,0
1.11361E-4,25.006505946,0.406176878,0.374987563,0.215686275,0
1.11767E-4,25.251895157,0.40705428,0.372798726,0.215686275,0
1.11999E-4,25.509209036,0.407554596,0.370510397,0.215686275,0
1.12593E-4,25.756176665,0.408833589,0.36832156,0.235294118,0
1.13066E-4,26.004387984,0.409847584,0.366132723,0.235294118,0
1.13493E-4,26.253569905,0.410758653,0.363943886,0.235294118,0
1.13855E-4,26.503708145,0.411529667,0.361755049,0.235294118,0
1.14213E-4,26.754649555,0.412291419,0.359566212,0.235294118,0
1.14541E-4,27.006325042,0.412984651,0.357377375,0.235294118,0
1.14984E-4,27.258755092,0.413921525,0.355188538,0.235294118,0
1.15389E-4,27.50071083,0.41477397,0.353099194,0.235294118,0
1.1584E-4,27.755103124,0.415721892,0.350910357,0.235294118,0
1.16143E-4,28.010361495,0.416355911,0.34872152,0.235294118,0
1.16703E-4,28.254764476,0.417525843,0.346632176,0.235294118,0
1.16986E-4,28.500121179,0.418115266,0.344542832,0.235294118,0
1.17517E-4,28.758137904,0.419217873,0.342353995,0.235294118,0
1.17899E-4,29.005340154,0.420008,0.34026465,0.235294118,0
1.18462E-4,29.253673374,0.421169389,0.338175306,0.254901961,0
1.18999E-4,29.503027928,0.422271498,0.336085962,0.254901961,0
1.19519E-4,29.753415235,0.423335187,0.333996617,0.254901961,0
1.20033E-4,30.004915941,0.424384478,0.331907273,0.254901961,0
1.20399E-4,30.257432768,0.425128051,0.329817929,0.254901961,0
1.20817E-4,30.510640284,0.425975466,0.327728584,0.254901961,0
1.21299E-4,30.752789062,0.426948816,0.325738732,0.254901961,0
1.21829E-4,31.008029371,0.428016291,0.323649388,0.254901961,0
1.22267E-4,31.252128218,0.428895341,0.321659536,0.254901961,0
1.22766E-4,31.509371789,0.429892955,0.319570192,0.254901961,0
1.23205E-4,31.755297013,0.430768021,0.31758034,0.254901961,0
1.23663E-4,32.002229223,0.431677384,0.315590489,0.274509804,0
1.24322E-4,32.250343037,0.432981397,0.313600637,0.274509804,0
1.24897E-4,32.512092794,0.43411424,0.311511292,0.274509804,0
1.25382E-4,32.762404712,0.435066924,0.309521441,0.274509804,0
1.25929E-4,33.001292802,0.436137318,0.307631081,0.274509804,0
1.26336E-4,33.253558317,0.43693099,0.30564123,0.274509804,0
1.26852E-4,33.506795896,0.437933567,0.303651378,0.274509804,0
1.27115E-4,33.760738284,0.438444986,0.301661526,0.274509804,0
1.27475E-4,34.002600406,0.439140249,0.299771167,0.294117647,0
1.27916E-4,34.257907764,0.439992417,0.297781315,0.31372549,0
1.28234E-4,34.501264698,0.4406031,0.295890956,0.31372549,0
1.28634E-4,34.75815939,0.441371362,0.293901104,0.31372549,0
1.29028E-4,35.002983345,0.442126131,0.292010745,0.31372549,0
1.29592E-4,35.261555991,0.443201533,0.290020893,0.31372549,0
1.29884E-4,35.508063558,0.443756792,0.288130534,0.31372549,0
1.30189E-4,35.755165226,0.444335151,0.286240175,0.31372549,0
1.30644E-4,36.003064191,0.445198229,0.284349816,0.31372549,0
1.31111E-4,36.251664798,0.446079814,0.282459457,0.31372549,0
1.31428E-4,36.501094138,0.446676482,0.280569098,0.31372549,0
1.31923E-4,36.751276527,0.447606006,0.278678738,0.31372549,0
1.32361E-4,37.002409178,0.448425369,0.276788379,0.31372549,0
1.32947E-4,37.254585175,0.449517201,0.27489802,0.31372549,0
1.3339E-4,37.507619341,0.450341944,0.273007661,0.333333333,0
1.33975E-4,37.761613685,0.451425024,0.271117302,0.333333333,0
1.34431E-4,38.003131719,0.452265715,0.269326435,0.333333333,0
1.3487E-4,38.258992973,0.453074315,0.267436076,0.333333333,0
1.35134E-4,38.502009297,0.453559124,0.265645209,0.333333333,0
1.35581E-4,38.759252289,0.45437691,0.26375485,0.333333333,0
1.36104E-4,39.003836535,0.455331888,0.261963984,0.333333333,0
1.36562E-4,39.262979442,0.456164245,0.260073625,0.333333333,0
1.3709E-4,39.509208968,0.457123122,0.258282758,0.333333333,0
1.37607E-4,39.756446873,0.458056015,0.256491891,0.333333333,0
1.37885E-4,40.004375273,0.458558527,0.254701025,0.352941176,0
1.38421E-4,40.253054583,0.459520954,0.252910158,0.352941176,0
1.39017E-4,40.502811433,0.460588691,0.251119292,0.352941176,0
1.39721E-4,40.753849827,0.461844036,0.249328425,0.352941176,0
1.40258E-4,41.005722951,0.462797783,0.247537558,0.352941176,0
1.40646E-4,41.258554395,0.463483657,0.245746692,0.37254902,0
1.41059E-4,41.512144455,0.46421345,0.243955825,0.37254902,0
1.41355E-4,41.752220627,0.464735256,0.242264451,0.37254902,0
1.41746E-4,42.007011486,0.465421349,0.240473585,0.37254902,0
1.42145E-4,42.262542045,0.466121067,0.238682718,0.37254902,0
1.42512E-4,42.504584643,0.466763213,0.236991344,0.37254902,0
1.43133E-4,42.761774734,0.467845411,0.235200478,0.37254902,0
1.43562E-4,43.005477714,0.468591078,0.233509104,0.37254902,0
1.44098E-4,43.250065998,0.469518871,0.23181773,0.37254902,0
1.44492E-4,43.509821299,0.470198692,0.230026863,0.37254902,0
1.44889E-4,43.755835144,0.470883139,0.228335489,0.37254902,0
1.45414E-4,44.002784644,0.471783454,0.226644115,0.37254902,0
1.4591E-4,44.25044824,0.472632154,0.224952741,0.37254902,0
1.46576E-4,44.513729439,0.473768448,0.223161874,0.37254902,0
1.47088E-4,44.763451173,0.474636715,0.2214705,0.37254902,0
1.47757E-4,45.014092408,0.475769573,0.219779126,0.37254902,0
1.48279E-4,45.250885787,0.47664893,0.218187245,0.37254902,0
1.48682E-4,45.503351183,0.477325584,0.216495871,0.37254902,0
1.49041E-4,45.756387964,0.477926607,0.214804497,0.37254902,0
1.4981E-4,46.010424422,0.479212068,0.213113123,0.392156863,0
1.50213E-4,46.250445283,0.479881569,0.211521242,0.392156863,0
1.50766E-4,46.506382225,0.480798782,0.209829868,0.392156863,0
1.51392E-4,46.763185841,0.481833356,0.208138494,0.392156863,0
1.51885E-4,47.00588455,0.482644706,0.206546612,0.392156863,0
1.52417E-4,47.264532655,0.483518117,0.204855238,0.392156863,0
